operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::slice,"[[805306368],[],[],[],[]]","[""unsigned char"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",1942,0,actual_capture
aten::slice,"[[8192,1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192,16384],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",11,0,actual_capture
aten::slice,"[[8192,256],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",126,0,actual_capture
aten::slice,"[[8192],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",49,89,"actual_capture,runtime"
aten::slice,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",74,72,"actual_capture,runtime"
aten::slice,"[[8],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",5,0,actual_capture
aten::slice,"[[98304],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215,0,actual_capture
aten::split_with_sizes,"[[1,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",60,0,actual_capture
aten::split_with_sizes,"[[1,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",129,0,actual_capture
aten::split_with_sizes,"[[1,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",63,0,actual_capture
aten::split_with_sizes,"[[1,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",63,0,actual_capture
aten::split_with_sizes,"[[16,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::split_with_sizes,"[[16,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::split_with_sizes,"[[16,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[16,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[2,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::split_with_sizes,"[[2,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::split_with_sizes,"[[2,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[2,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[32,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::split_with_sizes,"[[32,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::split_with_sizes,"[[32,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::split_with_sizes,"[[32,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::split_with_sizes,"[[4,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::split_with_sizes,"[[4,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::split_with_sizes,"[[4,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[4,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[64,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::split_with_sizes,"[[64,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::split_with_sizes,"[[64,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::split_with_sizes,"[[64,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::split_with_sizes,"[[8,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::split_with_sizes,"[[8,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::split_with_sizes,"[[8,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::split_with_sizes,"[[8,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::squeeze,"[[1,1],[]]","[""long int"",""Scalar""]",0,4,runtime
aten::squeeze,"[[1,32,2],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::squeeze,"[[1,32,32],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::squeeze,"[[1,32,8],[]]","[""float"",""Scalar""]",214,0,actual_capture
aten::squeeze,"[[1,4,1],[]]","[""float"",""Scalar""]",3,0,actual_capture
aten::squeeze,"[[1,64,2],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::squeeze,"[[1,64,32],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::squeeze,"[[1,64,8],[]]","[""float"",""Scalar""]",214,0,actual_capture
aten::squeeze,"[[16,4,1],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::squeeze,"[[2,4,1],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::squeeze,"[[32,4,1],[]]","[""float"",""Scalar""]",2,0,actual_capture
aten::squeeze,"[[4,4,1],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::squeeze,"[[64,4,1],[]]","[""float"",""Scalar""]",2,0,actual_capture
aten::squeeze,"[[8,4,1],[]]","[""float"",""Scalar""]",1,0,actual_capture
aten::sub,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",2,4,"actual_capture,runtime"
aten::sub,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",12,24,"actual_capture,runtime"
aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]",0,4,runtime
aten::to,"[[1,129280],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",0,4,runtime
aten::to,"[[1,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",129,0,actual_capture
aten::to,"[[1,1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",0,4,runtime
aten::to,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",393,0,actual_capture
aten::to,"[[1,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",3,0,actual_capture
aten::to,"[[1,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",129,0,actual_capture
aten::to,"[[1,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",63,0,actual_capture
aten::to,"[[16,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[16,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131,0,actual_capture
aten::to,"[[16,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[16,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[16,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",21,0,actual_capture
aten::to,"[[16],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",0,8,runtime
aten::to,"[[1],[],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",11,0,actual_capture
aten::to,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""""]",10,28,"actual_capture,runtime"
aten::to,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",3,8,"actual_capture,runtime"
aten::to,"[[2,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[2,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131,0,actual_capture
aten::to,"[[2,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[2,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[2,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",21,0,actual_capture
aten::to,"[[2],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::to,"[[2],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[32,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86,0,actual_capture
aten::to,"[[32,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262,0,actual_capture
aten::to,"[[32,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",2,0,actual_capture
aten::to,"[[32,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86,0,actual_capture
aten::to,"[[32,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",42,0,actual_capture
aten::to,"[[32],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",2,0,actual_capture
aten::to,"[[4,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[4,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131,0,actual_capture
aten::to,"[[4,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[4,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[4,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",21,0,actual_capture
aten::to,"[[4],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[64,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86,0,actual_capture
aten::to,"[[64,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262,0,actual_capture
aten::to,"[[64,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",2,0,actual_capture
aten::to,"[[64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86,0,actual_capture
aten::to,"[[64,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",42,0,actual_capture
aten::to,"[[64],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",2,0,actual_capture
aten::to,"[[8,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[8,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131,0,actual_capture
aten::to,"[[8,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[8,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",43,0,actual_capture
aten::to,"[[8,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",21,0,actual_capture
aten::to,"[[8],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",1,0,actual_capture
aten::to,"[[],[],[],[],[],[]]","[""double"","""",""Scalar"",""Scalar"",""Scalar"",""""]",2365,0,actual_capture
aten::to,"[[],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::to,"[[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::transpose,"[[1,1,32],[],[]]","[""float"",""Scalar"",""Scalar""]",129,0,actual_capture
aten::transpose,"[[1,1,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",129,0,actual_capture
aten::transpose,"[[1,1,64],[],[]]","[""float"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::transpose,"[[1,16,32],[],[]]","[""float"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,16,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,2,32],[],[]]","[""float"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,2,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,32,32],[],[]]","[""float"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::transpose,"[[1,32,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::transpose,"[[1,4,32],[],[]]","[""float"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,4,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,64,32],[],[]]","[""float"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::transpose,"[[1,64,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::transpose,"[[1,8,32],[],[]]","[""float"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::transpose,"[[1,8,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",43,0,actual_capture
aten::unsqueeze,"[[1,4096],[]]","[""c10::BFloat16"",""Scalar""]",3,0,actual_capture
aten::unsqueeze,"[[1,64,512],[]]","[""c10::BFloat16"",""Scalar""]",172,0,actual_capture
aten::unsqueeze,"[[16,4096],[]]","[""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[16],[]]","[""bool"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",3,0,actual_capture
aten::unsqueeze,"[[1],[]]","[""int"",""Scalar""]",2,8,"actual_capture,runtime"
aten::unsqueeze,"[[2,4096],[]]","[""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[2],[]]","[""bool"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[32,2],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::unsqueeze,"[[32,32],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::unsqueeze,"[[32,4096],[]]","[""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::unsqueeze,"[[32,8],[]]","[""float"",""Scalar""]",214,0,actual_capture
aten::unsqueeze,"[[32],[]]","[""bool"",""Scalar""]",2,0,actual_capture
aten::unsqueeze,"[[4,4096],[]]","[""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[4],[]]","[""bool"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[50587,2,584],[]]","[""unsigned char"",""Scalar""]",20,0,actual_capture
aten::unsqueeze,"[[50587,64,132],[]]","[""unsigned char"",""Scalar""]",21,0,actual_capture
aten::unsqueeze,"[[50587,64,584],[]]","[""unsigned char"",""Scalar""]",64,0,actual_capture
aten::unsqueeze,"[[64,2,584],[]]","[""unsigned char"",""Scalar""]",20,0,actual_capture
aten::unsqueeze,"[[64,2],[]]","[""float"",""Scalar""]",86,0,actual_capture
aten::unsqueeze,"[[64,32],[]]","[""float"",""Scalar""]",172,0,actual_capture
aten::unsqueeze,"[[64,4096],[]]","[""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::unsqueeze,"[[64,64,132],[]]","[""unsigned char"",""Scalar""]",21,0,actual_capture
aten::unsqueeze,"[[64,64,584],[]]","[""unsigned char"",""Scalar""]",64,0,actual_capture
aten::unsqueeze,"[[64,8],[]]","[""float"",""Scalar""]",214,0,actual_capture
aten::unsqueeze,"[[64],[]]","[""bool"",""Scalar""]",2,0,actual_capture
aten::unsqueeze,"[[8,4096],[]]","[""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::unsqueeze,"[[8],[]]","[""bool"",""Scalar""]",1,0,actual_capture
aten::view,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::view,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",3,0,actual_capture
aten::view,"[[1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",321,0,actual_capture
aten::view,"[[1,1536],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::view,"[[1,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::view,"[[1,16],[]]","[""float"",""ScalarList""]",258,0,actual_capture
aten::view,"[[1,256],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::view,"[[1,256],[]]","[""int"",""ScalarList""]",2,4,"actual_capture,runtime"
aten::view,"[[1,32768],[]]","[""int"",""ScalarList""]",0,4,runtime
aten::view,"[[1,4,1],[]]","[""float"",""ScalarList""]",255,0,actual_capture
aten::view,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",519,0,actual_capture
aten::view,"[[1,4,4],[]]","[""float"",""ScalarList""]",255,0,actual_capture
aten::view,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1482,4,"actual_capture,runtime"
aten::view,"[[1,4],[]]","[""float"",""ScalarList""]",258,0,actual_capture
aten::view,"[[1,512],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::view,"[[1,512],[]]","[""int"",""ScalarList""]",42,0,actual_capture
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",63,0,actual_capture
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::view,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,64],[]]","[""c10::BFloat16"",""ScalarList""]",63,0,actual_capture
aten::view,"[[1,8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::view,"[[1,8192],[]]","[""c10::BFloat16"",""ScalarList""]",126,0,actual_capture
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",231,0,actual_capture
aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",231,0,actual_capture
aten::view,"[[12,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[12,512],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[12288],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",189,0,actual_capture
aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189,0,actual_capture
aten::view,"[[131072],[]]","[""c10::BFloat16"",""ScalarList""]",260,0,actual_capture
aten::view,"[[1536],[]]","[""c10::BFloat16"",""ScalarList""]",129,0,actual_capture
aten::view,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",344,0,actual_capture
aten::view,"[[1572864],[]]","[""unsigned char"",""Scalar""]",172,0,actual_capture
aten::view,"[[16,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[16,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::view,"[[16,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107,0,actual_capture
aten::view,"[[16,1536],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[16,16],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::view,"[[16,256],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[16,4,1],[]]","[""float"",""ScalarList""]",85,0,actual_capture
aten::view,"[[16,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173,0,actual_capture
aten::view,"[[16,4,4],[]]","[""float"",""ScalarList""]",85,0,actual_capture
aten::view,"[[16,4096],[]]","[""c10::BFloat16"",""ScalarList""]",494,0,actual_capture
aten::view,"[[16,4],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::view,"[[16,512],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[16,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",21,0,actual_capture
aten::view,"[[16,64],[]]","[""c10::BFloat16"",""ScalarList""]",21,0,actual_capture
aten::view,"[[16,8192],[]]","[""c10::BFloat16"",""ScalarList""]",42,0,actual_capture
aten::view,"[[16384],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[16],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::view,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",18,0,actual_capture
aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180,0,actual_capture
aten::view,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[192,512],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",258,0,actual_capture
aten::view,"[[196608],[]]","[""unsigned char"",""Scalar""]",86,0,actual_capture
aten::view,"[[1],[]]","[""bool"",""ScalarList""]",13,20,"actual_capture,runtime"
aten::view,"[[1],[]]","[""int"",""ScalarList""]",12,28,"actual_capture,runtime"
aten::view,"[[1],[]]","[""long int"",""ScalarList""]",11,12,"actual_capture,runtime"
aten::view,"[[2,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[2,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::view,"[[2,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107,0,actual_capture
aten::view,"[[2,1536],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[2,16],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::view,"[[2,256],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[2,4,1],[]]","[""float"",""ScalarList""]",85,0,actual_capture
aten::view,"[[2,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173,0,actual_capture
aten::view,"[[2,4,4],[]]","[""float"",""ScalarList""]",85,0,actual_capture
aten::view,"[[2,4096],[]]","[""c10::BFloat16"",""ScalarList""]",494,0,actual_capture
aten::view,"[[2,4],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::view,"[[2,512],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[2,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",21,0,actual_capture
aten::view,"[[2,64],[]]","[""c10::BFloat16"",""ScalarList""]",21,0,actual_capture
aten::view,"[[2,8192],[]]","[""c10::BFloat16"",""ScalarList""]",42,0,actual_capture
aten::view,"[[24,16384],[]]","[""float"",""ScalarList""]",595,0,actual_capture
aten::view,"[[24,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[24,512],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",602,0,actual_capture
aten::view,"[[262144],[]]","[""c10::BFloat16"",""ScalarList""]",260,0,actual_capture
aten::view,"[[2],[]]","[""bool"",""ScalarList""]",1,0,actual_capture
aten::view,"[[3072],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[3145728],[]]","[""unsigned char"",""Scalar""]",172,0,actual_capture
aten::view,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[32,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",2,0,actual_capture
aten::view,"[[32,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214,0,actual_capture
aten::view,"[[32,1536],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[32,16],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::view,"[[32,256],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[32,4,1],[]]","[""float"",""ScalarList""]",170,0,actual_capture
aten::view,"[[32,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",516,0,actual_capture
aten::view,"[[32,4,4],[]]","[""float"",""ScalarList""]",170,0,actual_capture
aten::view,"[[32,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1162,0,actual_capture
aten::view,"[[32,4],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::view,"[[32,512],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[32,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",42,0,actual_capture
aten::view,"[[32,64],[]]","[""c10::BFloat16"",""ScalarList""]",42,0,actual_capture
aten::view,"[[32,8192],[]]","[""c10::BFloat16"",""ScalarList""]",84,0,actual_capture
aten::view,"[[32768],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[32],[]]","[""bool"",""ScalarList""]",2,0,actual_capture
aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189,0,actual_capture
aten::view,"[[34078720],[]]","[""unsigned char"",""Scalar""]",18,0,actual_capture
aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",180,0,actual_capture
aten::view,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[384,512],[]]","[""c10::BFloat16"",""ScalarList""]",86,0,actual_capture
aten::view,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[393216],[]]","[""unsigned char"",""Scalar""]",86,0,actual_capture
aten::view,"[[4,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[4,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1,0,actual_capture
aten::view,"[[4,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107,0,actual_capture
aten::view,"[[4,1536],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
aten::view,"[[4,16],[]]","[""float"",""ScalarList""]",86,0,actual_capture
aten::view,"[[4,256],[]]","[""c10::BFloat16"",""ScalarList""]",43,0,actual_capture
